지점번호,total,요일,Latitude_y,Longitude_y
C-10,38201.049586751156,6.0,37.51012,126.98450000000001
C-11,68017.12820515946,0.0,37.51525,126.9992
C-11,67976.22689078402,1.0,37.51525,126.9992
C-11,69086.20338984519,2.0,37.51525,126.9992
C-11,69067.96610169788,3.0,37.51525,126.9992
C-11,68576.46956520683,4.0,37.51525,126.9992
C-11,67631.03478258512,5.0,37.51525,126.9992
C-11,62855.564102520715,6.0,37.51525,126.9992
C-12,13588.12711864722,0.0,37.50816,127.0029
C-12,13715.38135593011,1.0,37.50816,127.0029
C-12,14126.148760328835,2.0,37.50816,127.0029
C-12,14149.229508196599,3.0,37.50816,127.0029
C-12,14424.410256410663,4.0,37.50816,127.0029
C-12,12061.381355932104,5.0,37.50816,127.0029
C-12,11315.982608696335,6.0,37.50816,127.0029
C-13,126716.2727272534,0.0,37.52747,127.0159
C-13,130023.30252099835,1.0,37.52747,127.0159
C-13,131120.35833333162,2.0,37.52747,127.0159
C-13,132525.14754099233,3.0,37.52747,127.0159
C-13,131644.5338983176,4.0,37.52747,127.0159
C-13,123272.94166667866,5.0,37.52747,127.0159
C-13,111768.6218487369,6.0,37.52747,127.0159
C-14,55999.13008129119,0.0,37.538759999999996,127.0224
C-14,56527.59836065119,1.0,37.538759999999996,127.0224
C-14,57099.42622950728,2.0,37.538759999999996,127.0224
C-14,57803.349593499865,3.0,37.538759999999996,127.0224
C-14,57951.79166667245,4.0,37.538759999999996,127.0224
C-14,53961.27272727849,5.0,37.538759999999996,127.0224
C-14,46160.39344262273,6.0,37.538759999999996,127.0224
C-15,81375.3114753914,0.0,37.537420000000004,127.0378
C-15,82372.95934958161,1.0,37.537420000000004,127.0378
C-15,81454.83471074072,2.0,37.537420000000004,127.0378
C-15,81506.95081966885,3.0,37.537420000000004,127.0378
C-15,82228.08474576661,4.0,37.537420000000004,127.0378
C-15,81715.30578513363,5.0,37.537420000000004,127.0378
C-15,74875.63114756592,6.0,37.537420000000004,127.0378
C-16,83130.80000002004,0.0,37.53086,127.0603
C-16,83335.16260164347,1.0,37.53086,127.0603
C-16,84204.72727273831,2.0,37.53086,127.0603
C-16,85933.08196721622,3.0,37.53086,127.0603
C-16,85666.82352940601,4.0,37.53086,127.0603
C-16,83552.52499998416,5.0,37.53086,127.0603
C-16,71115.79999996882,6.0,37.53086,127.0603
C-17,86780.64516130042,0.0,37.52598,127.0669
C-17,87173.39516129551,1.0,37.52598,127.0669
C-17,87837.94262295401,2.0,37.52598,127.0669
C-17,88528.63199999969,3.0,37.52598,127.0669
C-17,88719.92561983354,4.0,37.52598,127.0669
C-17,85762.21487602791,5.0,37.52598,127.0669
C-17,79343.2459016274,6.0,37.52598,127.0669
C-18,66524.65289256895,0.0,37.5246,127.0946
C-18,69772.36585366564,1.0,37.5246,127.0946
C-18,69572.66393443175,2.0,37.5246,127.0946
C-18,69853.95901639663,3.0,37.5246,127.0946
C-18,70812.31932773137,4.0,37.5246,127.0946
C-18,67562.09166666154,5.0,37.5246,127.0946
C-18,57476.652542354175,6.0,37.5246,127.0946
C-19,47960.094017112046,0.0,37.53435,127.1069
C-19,49227.60504203135,1.0,37.53435,127.1069
C-19,48942.850877200566,2.0,37.53435,127.1069
C-19,49631.87610619518,3.0,37.53435,127.1069
C-19,51132.269565209936,4.0,37.53435,127.1069
C-19,49536.666666652425,5.0,37.53435,127.1069
C-19,39130.773913023644,6.0,37.53435,127.1069
C-20,56953.11570248249,0.0,37.54322,127.1156
C-20,57950.161290325734,1.0,37.54322,127.1156
C-20,57967.58536585387,2.0,37.54322,127.1156
C-20,58419.08943089575,3.0,37.54322,127.1156
C-20,60055.10924369615,4.0,37.54322,127.1156
C-20,59280.815126048416,5.0,37.54322,127.1156
C-20,50256.83471073906,6.0,37.54322,127.1156
C-21,11940.027777779935,0.0,37.544709999999995,127.1181
C-21,11911.546296297684,1.0,37.544709999999995,127.1181
C-21,11807.54629629866,2.0,37.544709999999995,127.1181
C-21,12175.074766356614,3.0,37.544709999999995,127.1181
C-21,12615.980392158468,4.0,37.544709999999995,127.1181
C-21,12094.773584904615,5.0,37.544709999999995,127.1181
C-21,9533.084112141689,6.0,37.544709999999995,127.1181
D-01,31970.63478261428,0.0,37.6094,126.9575
D-01,32928.00826446855,1.0,37.6094,126.9575
D-01,32556.388429755905,2.0,37.6094,126.9575
D-01,32937.66949152731,3.0,37.6094,126.9575
D-01,34081.62393162371,4.0,37.6094,126.9575
D-01,33701.73043477888,5.0,37.6094,126.9575
D-01,28248.07563023884,6.0,37.6094,126.9575
D-03,47069.386554621065,0.0,37.55229,127.0163
D-03,47635.32231404829,1.0,37.55229,127.0163
D-03,47947.85950413254,2.0,37.55229,127.0163
D-03,48518.44537815004,3.0,37.55229,127.0163
D-03,48434.03305785147,4.0,37.55229,127.0163
D-03,44238.401709402,5.0,37.55229,127.0163
D-03,38274.438016531094,6.0,37.55229,127.0163
D-04,60842.03225805674,0.0,37.52768,127.0075
D-04,62823.225806448965,1.0,37.52768,127.0075
D-04,62905.601626017335,2.0,37.52768,127.0075
D-04,63134.758064519236,3.0,37.52768,127.0075
D-04,64297.05000000513,4.0,37.52768,127.0075
D-04,60096.46218487835,5.0,37.52768,127.0075
D-04,50779.467213111166,6.0,37.52768,127.0075
D-05,49152.872727249676,0.0,37.56132,127.0715
D-05,49379.917431185044,1.0,37.56132,127.0715
D-05,49862.89999999885,2.0,37.56132,127.0715
D-05,49786.754545458476,3.0,37.56132,127.0715
D-05,50026.927272734596,4.0,37.56132,127.0715
D-05,46120.09259260299,5.0,37.56132,127.0715
D-05,36545.22727273793,6.0,37.56132,127.0715
D-06,49034.76612902089,0.0,37.54258,127.0234
D-06,50290.00806450943,1.0,37.54258,127.0234
D-06,50389.682926825335,2.0,37.54258,127.0234
D-06,50923.2580645173,3.0,37.54258,127.0234
D-06,51729.875000002925,4.0,37.54258,127.0234
D-06,47347.46666667334,5.0,37.54258,127.0234
D-06,39651.606557388965,6.0,37.54258,127.0234
D-07,46761.008130079616,0.0,37.55369,127.0732
D-07,47074.08130080999,1.0,37.55369,127.0732
D-07,47309.05833332985,2.0,37.55369,127.0732
D-07,47872.77868852201,3.0,37.55369,127.0732
D-07,48056.3305084731,4.0,37.55369,127.0732
D-07,47205.48305084936,5.0,37.55369,127.0732
D-07,39127.806722700145,6.0,37.55369,127.0732
D-08,43649.45454543675,0.0,37.604279999999996,127.0472
D-08,44120.08264461557,1.0,37.604279999999996,127.0472
D-08,43900.06504064328,2.0,37.604279999999996,127.0472
D-08,44345.42975206576,3.0,37.604279999999996,127.0472
D-08,44505.983471079395,4.0,37.604279999999996,127.0472
D-08,42544.605042028794,5.0,37.604279999999996,127.0472
D-08,39978.747967500676,6.0,37.604279999999996,127.0472
D-09,34131.23529412749,0.0,37.6004,127.0246
D-09,33792.33606557948,1.0,37.6004,127.0246
D-09,33985.17213115095,2.0,37.6004,127.0246
D-09,34718.280991735,3.0,37.6004,127.0246
D-09,34042.74380164985,4.0,37.6004,127.0246
D-09,32041.69230768556,5.0,37.6004,127.0246
D-09,29416.71074379247,6.0,37.6004,127.0246
D-10,49241.90322582235,0.0,37.62037,127.0856
D-10,49211.12903226887,1.0,37.62037,127.0856
D-10,48891.38211382707,2.0,37.62037,127.0856
D-10,48971.790322581684,3.0,37.62037,127.0856
D-10,49858.241666663336,4.0,37.62037,127.0856
D-10,51186.96666665702,5.0,37.62037,127.0856
D-10,47916.3770491588,6.0,37.62037,127.0856
D-11,30580.305263172097,0.0,37.64622,127.0363
D-11,30250.13483146935,1.0,37.64622,127.0363
D-11,30196.467391309787,2.0,37.64622,127.0363
D-11,30200.138297876696,3.0,37.64622,127.0363
D-11,30925.698924732296,4.0,37.64622,127.0363
D-11,30104.107526875236,5.0,37.64622,127.0363
D-11,26224.351063802333,6.0,37.64622,127.0363
D-12,75583.34399999924,0.0,37.63312,127.06700000000001
D-12,76141.22580645038,1.0,37.63312,127.06700000000001
D-12,76243.28099173393,2.0,37.63312,127.06700000000001
D-12,76787.82399999759,3.0,37.63312,127.06700000000001
D-12,76354.87096774009,4.0,37.63312,127.06700000000001
D-12,74490.19008264506,5.0,37.63312,127.06700000000001
D-12,76195.97580645863,6.0,37.63312,127.06700000000001
D-13,31558.886956499515,0.0,37.65293,127.0635
D-13,31780.589743571614,1.0,37.65293,127.0635
D-13,31482.188034177518,2.0,37.65293,127.0635
D-13,31785.6551724106,3.0,37.65293,127.0635
D-13,32661.637931039022,4.0,37.65293,127.0635
D-13,33778.805309749005,5.0,37.65293,127.0635
D-13,27456.904347861626,6.0,37.65293,127.0635
D-14,43005.27433628483,0.0,37.58036,126.9082
D-14,42844.991150446025,1.0,37.58036,126.9082
D-14,43197.69026549244,2.0,37.58036,126.9082
D-14,42983.68421052845,3.0,37.58036,126.9082
D-14,43906.07207207463,4.0,37.58036,126.9082
D-14,47188.84259259039,5.0,37.58036,126.9082
D-14,42629.84545453159,6.0,37.58036,126.9082
D-15,41395.15178568526,0.0,37.595420000000004,126.943
D-15,41754.00869563766,1.0,37.595420000000004,126.943
D-15,41569.79487178894,2.0,37.595420000000004,126.943
D-15,41710.228070175785,3.0,37.595420000000004,126.943
D-15,41596.881355938895,4.0,37.595420000000004,126.943
D-15,43913.000000014945,5.0,37.595420000000004,126.943
D-15,44123.932203416756,6.0,37.595420000000004,126.943
D-16,55497.964601763044,0.0,37.56351,126.9342
D-16,56344.249999996224,1.0,37.56351,126.9342
D-16,56289.43965516851,2.0,37.56351,126.9342
D-16,56986.47787610861,3.0,37.56351,126.9342
D-16,57253.669565220334,4.0,37.56351,126.9342
D-16,53238.53153153682,5.0,37.56351,126.9342
D-16,47870.76315789866,6.0,37.56351,126.9342
D-17,25044.47321428226,0.0,37.566559999999996,126.9332
D-17,25605.98230088202,1.0,37.566559999999996,126.9332
D-17,25526.843478259616,2.0,37.566559999999996,126.9332
D-17,25637.663636364967,3.0,37.566559999999996,126.9332
D-17,26130.04464286034,4.0,37.566559999999996,126.9332
D-17,26356.119266058595,5.0,37.566559999999996,126.9332
D-17,23627.123893805154,6.0,37.566559999999996,126.9332
D-18,39644.50684921067,0.0,37.535922,126.828191
D-18,40875.567567499835,1.0,37.535922,126.828191
D-18,40648.894736815106,2.0,37.535922,126.828191
D-18,42383.68831169782,3.0,37.535922,126.828191
D-18,41982.02631583387,4.0,37.535922,126.828191
D-18,40172.81690147725,5.0,37.535922,126.828191
D-18,35422.97368428713,6.0,37.535922,126.828191
D-19,68692.36363639172,0.0,37.52453391,126.83918030000001
D-19,68685.83157896965,1.0,37.52453391,126.83918030000001
D-19,68969.31372551153,2.0,37.52453391,126.83918030000001
D-19,70699.91836735583,3.0,37.52453391,126.83918030000001
D-19,69801.47826086987,4.0,37.52453391,126.83918030000001
D-19,64763.8958333115,5.0,37.52453391,126.83918030000001
D-19,58551.31958756993,6.0,37.52453391,126.83918030000001
D-20,26090.810344835878,0.0,37.53499719,126.84796200000001
D-20,26204.32173913278,1.0,37.53499719,126.84796200000001
D-20,26347.168067224316,2.0,37.53499719,126.84796200000001
D-20,26274.067796603373,3.0,37.53499719,126.84796200000001
D-20,26576.655172405077,4.0,37.53499719,126.84796200000001
D-20,26766.692982450728,5.0,37.53499719,126.84796200000001
D-20,25111.49579833182,6.0,37.53499719,126.84796200000001
D-21,23926.528571423743,0.0,37.55979608,126.832746
D-21,23895.471428568355,1.0,37.55979608,126.832746
D-21,23909.414285712854,2.0,37.55979608,126.832746
D-21,24613.39999999988,3.0,37.55979608,126.832746
D-21,24913.289855074592,4.0,37.55979608,126.832746
D-21,23607.88405797484,5.0,37.55979608,126.832746
D-21,20116.82352941549,6.0,37.55979608,126.832746
D-22,33671.55660375794,0.0,37.49899825,126.8538692
D-22,33630.818181805495,1.0,37.49899825,126.8538692
D-22,33567.882882878475,2.0,37.49899825,126.8538692
D-22,33303.500000000786,3.0,37.49899825,126.8538692
D-22,34033.7142857242,4.0,37.49899825,126.8538692
D-22,34128.74311927955,5.0,37.49899825,126.8538692
D-22,30814.743362839377,6.0,37.49899825,126.8538692
D-23,35832.888888883645,0.0,37.50694204,126.88720740000001
D-23,36145.74166666282,1.0,37.50694204,126.88720740000001
D-23,36111.01694915106,2.0,37.50694204,126.88720740000001
D-23,36388.36521739281,3.0,37.50694204,126.88720740000001
D-23,36503.94017094312,4.0,37.50694204,126.88720740000001
D-23,35897.736842108985,5.0,37.50694204,126.88720740000001
D-23,32794.59663865803,6.0,37.50694204,126.88720740000001
D-24,57313.75652178729,0.0,37.47740403,126.90134990000001
D-24,58617.316239350126,1.0,37.47740403,126.90134990000001
D-24,58634.57627120741,2.0,37.47740403,126.90134990000001
D-24,58366.8333333427,3.0,37.47740403,126.90134990000001
D-24,59849.33333332674,4.0,37.47740403,126.90134990000001
D-24,56851.46902651808,5.0,37.47740403,126.90134990000001
D-24,48638.895652095816,6.0,37.47740403,126.90134990000001
D-25,39929.14444444984,0.0,37.52366222,126.88635
D-25,39945.58064516277,1.0,37.52366222,126.88635
D-25,40194.791208790666,2.0,37.52366222,126.88635
D-25,40326.307692306495,3.0,37.52366222,126.88635
D-25,40928.463157893166,4.0,37.52366222,126.88635
D-25,39807.88764044774,5.0,37.52366222,126.88635
D-25,32087.505494503806,6.0,37.52366222,126.88635
D-26,53847.29824561816,0.0,37.48749526,126.9071821
D-26,54391.05982906349,1.0,37.48749526,126.9071821
D-26,54468.61016949262,2.0,37.48749526,126.9071821
D-26,54932.10619469203,3.0,37.48749526,126.9071821
D-26,55507.50862068861,4.0,37.48749526,126.9071821
D-26,53723.35398229814,5.0,37.48749526,126.9071821
D-26,46927.826086949484,6.0,37.48749526,126.9071821
D-27,41714.222222222365,0.0,37.52633243,126.9133007
D-27,42875.452830190145,1.0,37.52633243,126.9133007
D-27,42389.54716981558,2.0,37.52633243,126.9133007
D-27,42961.0754717037,3.0,37.52633243,126.9133007
D-27,43628.27272727757,4.0,37.52633243,126.9133007
D-27,41469.490909090964,5.0,37.52633243,126.9133007
D-27,36671.98214284179,6.0,37.52633243,126.9133007
D-28,44762.04494382729,0.0,37.52095122,126.918191
D-28,47346.127906979214,1.0,37.52095122,126.918191
D-28,47282.09638554772,2.0,37.52095122,126.918191
D-28,47673.59523809433,3.0,37.52095122,126.918191
D-28,49141.82954545538,4.0,37.52095122,126.918191
D-28,44137.6966292092,5.0,37.52095122,126.918191
D-28,36977.44943819207,6.0,37.52095122,126.918191
D-29,55733.13761468639,0.0,37.517602350000004,126.9307222
D-29,56620.86792453174,1.0,37.517602350000004,126.9307222
D-29,57173.962616825724,2.0,37.517602350000004,126.9307222
D-29,57846.99090909307,3.0,37.517602350000004,126.9307222
D-29,59041.972477065836,4.0,37.517602350000004,126.9307222
D-29,54335.13084111782,5.0,37.517602350000004,126.9307222
D-29,47332.75229356403,6.0,37.517602350000004,126.9307222
D-30,46211.75000000205,0.0,37.51138465,126.9562399
D-30,46929.24793388544,1.0,37.51138465,126.9562399
D-30,47100.61475409906,2.0,37.51138465,126.9562399
D-30,47070.50833333325,3.0,37.51138465,126.9562399
D-30,47456.677685949835,4.0,37.51138465,126.9562399
D-30,49156.97391304221,5.0,37.51138465,126.9562399
D-30,46738.83193277115,6.0,37.51138465,126.9562399
D-31,62614.29059818495,0.0,37.49495352,126.98572250000001
D-31,62129.341880283544,1.0,37.49495352,126.98572250000001
D-31,62074.145299124626,2.0,37.49495352,126.98572250000001
D-31,63545.4789916109,3.0,37.49495352,126.98572250000001
D-31,61884.04385969814,4.0,37.49495352,126.98572250000001
D-31,62299.51754392954,5.0,37.49495352,126.98572250000001
D-31,62115.61206901973,6.0,37.49495352,126.98572250000001
D-32,12525.267857144176,0.0,37.47961028,126.92715349999999
D-32,12526.342105264182,1.0,37.47961028,126.92715349999999
D-32,12465.98260869631,2.0,37.47961028,126.92715349999999
D-32,12657.93965517257,3.0,37.47961028,126.92715349999999
D-32,12872.22608695611,4.0,37.47961028,126.92715349999999
D-32,12491.431192659493,5.0,37.47961028,126.92715349999999
D-32,10236.01801801618,6.0,37.47961028,126.92715349999999
D-33,58534.21238936556,0.0,37.47837924,126.9652571
D-33,58650.29411763854,1.0,37.47837924,126.9652571
D-33,58526.80327868836,2.0,37.47837924,126.9652571
D-33,59292.47107438734,3.0,37.47837924,126.9652571
D-33,59531.52100841715,4.0,37.47837924,126.9652571
D-33,59178.53508773169,5.0,37.47837924,126.9652571
D-33,53563.04273503136,6.0,37.47837924,126.9652571
D-34,61495.13861386294,0.0,37.4770832,127.0070659
D-34,62243.81904762001,1.0,37.4770832,127.0070659
D-34,62412.72897196334,2.0,37.4770832,127.0070659
D-34,63043.98130841051,3.0,37.4770832,127.0070659
D-34,63398.7641509419,4.0,37.4770832,127.0070659
D-34,60003.892156860755,5.0,37.4770832,127.0070659
D-34,51602.43269230876,6.0,37.4770832,127.0070659
D-35,40301.319327728175,0.0,37.49271614,127.03316480000001
D-35,40514.663865545655,1.0,37.49271614,127.03316480000001
D-35,40557.27966101993,2.0,37.49271614,127.03316480000001
D-35,41331.38333333995,3.0,37.49271614,127.03316480000001
D-35,41077.61206897289,4.0,37.49271614,127.03316480000001
D-35,39010.11206896789,5.0,37.49271614,127.03316480000001
D-35,33861.49999998375,6.0,37.49271614,127.03316480000001
D-36,61403.83333332378,0.0,37.50405993,127.0107105
D-36,61794.521739125936,1.0,37.50405993,127.0107105
D-36,62883.82291666517,2.0,37.50405993,127.0107105
D-36,63405.88043478259,3.0,37.50405993,127.0107105
D-36,62965.12765957623,4.0,37.50405993,127.0107105
D-36,61694.035294121975,5.0,37.50405993,127.0107105
D-36,56143.14285715255,6.0,37.50405993,127.0107105
D-37,66944.53278686167,0.0,37.49678389,127.00847730000001
D-37,66420.00813007302,1.0,37.49678389,127.00847730000001
D-37,66538.34426229465,2.0,37.49678389,127.00847730000001
D-37,67895.34146341904,3.0,37.49678389,127.00847730000001
D-37,66142.69491526092,4.0,37.49678389,127.00847730000001
D-37,59933.19658120585,5.0,37.49678389,127.00847730000001
D-37,57143.35000001258,6.0,37.49678389,127.00847730000001
D-38,37118.529411805335,0.0,37.49294768,127.05037420000001
D-38,38097.44565220906,1.0,37.49294768,127.05037420000001
D-38,39433.41176473323,2.0,37.49294768,127.05037420000001
D-38,39335.400000016416,3.0,37.49294768,127.05037420000001
D-38,39824.93181817752,4.0,37.49294768,127.05037420000001
D-38,35370.16470584833,5.0,37.49294768,127.05037420000001
D-38,32259.14444436739,6.0,37.49294768,127.05037420000001
D-39,62021.675675689345,0.0,37.49602182,127.0950375
D-39,63228.2521739218,1.0,37.49602182,127.0950375
D-39,63164.717948724174,2.0,37.49602182,127.0950375
D-39,62964.36206896529,3.0,37.49602182,127.0950375
D-39,63627.05217390937,4.0,37.49602182,127.0950375
D-39,60459.587719288524,5.0,37.49602182,127.0950375
D-39,51683.38793101975,6.0,37.49602182,127.0950375
D-40,46138.333333414594,0.0,37.46538637,127.10828570000001
D-40,47220.736842157065,1.0,37.46538637,127.10828570000001
D-40,47945.256637199185,2.0,37.46538637,127.10828570000001
D-40,47975.63063064125,3.0,37.46538637,127.10828570000001
D-40,49825.96428569979,4.0,37.46538637,127.10828570000001
D-40,46259.59633022299,5.0,37.46538637,127.10828570000001
D-40,37556.754545343654,6.0,37.46538637,127.10828570000001
D-41,34692.58536584302,0.0,37.53024323,126.912123
D-41,34846.430894305835,1.0,37.53024323,126.912123
D-41,34706.902439020145,2.0,37.53024323,126.912123
D-41,35227.12195122594,3.0,37.53024323,126.912123
D-41,36679.55645161712,4.0,37.53024323,126.912123
D-41,33771.73333333991,5.0,37.53024323,126.912123
D-41,26709.21311475464,6.0,37.53024323,126.912123
D-42,49784.86324790106,0.0,37.50640909,127.055048
D-42,49521.05785127629,1.0,37.50640909,127.055048
D-42,50105.6942149082,2.0,37.50640909,127.055048
D-42,51310.42500002277,3.0,37.50640909,127.055048
D-42,49769.29166667295,4.0,37.50640909,127.055048
D-42,49183.88034185218,5.0,37.50640909,127.055048
D-42,40472.94999989155,6.0,37.50640909,127.055048
D-43,52509.1452991449,0.0,37.51549829,127.0229814
D-43,52773.83760683622,1.0,37.51549829,127.0229814
D-43,53055.68103448416,2.0,37.51549829,127.0229814
D-43,53810.692307690326,3.0,37.51549829,127.0229814
D-43,53680.39823008866,4.0,37.51549829,127.0229814
D-43,49199.289473683624,5.0,37.51549829,127.0229814
D-43,44662.01724138231,6.0,37.51549829,127.0229814
D-44,24325.37168136064,0.0,37.51174341,127.0812824
D-44,25168.583333294082,1.0,37.51174341,127.0812824
D-44,24721.414634131568,2.0,37.51174341,127.0812824
D-44,25414.74789917236,3.0,37.51174341,127.0812824
D-44,25285.341666699558,4.0,37.51174341,127.0812824
D-44,24840.98230092658,5.0,37.51174341,127.0812824
D-44,21082.3508772162,6.0,37.51174341,127.0812824
D-45,35110.915492964195,0.0,37.487737100000004,127.124772
D-45,35818.22368420945,1.0,37.487737100000004,127.124772
D-45,36382.06493505847,2.0,37.487737100000004,127.124772
D-45,36846.70129869199,3.0,37.487737100000004,127.124772
D-45,37950.94594593618,4.0,37.487737100000004,127.124772
D-45,35653.58571428292,5.0,37.487737100000004,127.124772
D-45,30326.07042256031,6.0,37.487737100000004,127.124772
D-46,26419.43181805275,0.0,37.5141411,127.1040228
D-46,27330.17777769009,1.0,37.5141411,127.1040228
D-46,26271.574468030307,2.0,37.5141411,127.1040228
D-46,27320.630434758586,3.0,37.5141411,127.1040228
D-46,27192.717391314658,4.0,37.5141411,127.1040228
D-46,27011.348837280504,5.0,37.5141411,127.1040228
D-46,23974.545454768555,6.0,37.5141411,127.1040228
F-01,151701.79838696093,0.0,37.50668419,126.9762636
F-01,152845.43902428905,1.0,37.50668419,126.9762636
F-01,151364.67479668115,2.0,37.50668419,126.9762636
F-01,153482.77599996974,3.0,37.50668419,126.9762636
F-01,153115.12396695552,4.0,37.50668419,126.9762636
F-01,150249.1735538041,5.0,37.50668419,126.9762636
F-01,150372.60655761854,6.0,37.50668419,126.9762636
F-02,158894.54838699423,0.0,37.51756074,126.9771987
F-02,157135.65322574333,1.0,37.51756074,126.9771987
F-02,156420.21951216328,2.0,37.51756074,126.9771987
F-02,156821.42399999764,3.0,37.51756074,126.9771987
F-02,154397.52066118328,4.0,37.51756074,126.9771987
F-02,155873.5950413851,5.0,37.51756074,126.9771987
F-02,157435.5000001145,6.0,37.51756074,126.9771987
F-03,98283.01639344275,0.0,37.60934034,127.0018822
F-03,98482.43442623096,1.0,37.60934034,127.0018822
F-03,98849.85245901771,2.0,37.60934034,127.0018822
F-03,99103.9193548398,3.0,37.60934034,127.0018822
F-03,98402.66942148807,4.0,37.60934034,127.0018822
F-03,95476.89256198291,5.0,37.60934034,127.0018822
F-03,93903.90909090522,6.0,37.60934034,127.0018822
F-04,66788.75806440841,0.0,37.60905827,127.0555482
F-04,67884.81451606816,1.0,37.60905827,127.0555482
F-04,67366.47967477358,2.0,37.60905827,127.0555482
F-04,68952.43200001112,3.0,37.60905827,127.0555482
F-04,68432.11570252056,4.0,37.60905827,127.0555482
F-04,67260.75206618276,5.0,37.60905827,127.0555482
F-04,66607.15573778198,6.0,37.60905827,127.0555482
F-05,89227.26612900091,0.0,37.57472978,127.0821409
F-05,90121.3821138036,1.0,37.57472978,127.0821409
F-05,90016.03305783955,2.0,37.57472978,127.0821409
F-05,89696.08870966968,3.0,37.57472978,127.0821409
F-05,89020.5371900827,4.0,37.57472978,127.0821409
F-05,94833.45833335059,5.0,37.57472978,127.0821409
F-05,93835.88524595356,6.0,37.57472978,127.0821409
F-06,128366.19354838632,0.0,37.48934747,127.0267175
F-06,129772.88709677002,1.0,37.48934747,127.0267175
F-06,129893.0819672067,2.0,37.48934747,127.0267175
F-06,129763.48799999186,3.0,37.48934747,127.0267175
F-06,128175.49999999347,4.0,37.48934747,127.0267175
F-06,125789.20661157147,5.0,37.48934747,127.0267175
F-06,125516.03278691076,6.0,37.48934747,127.0267175
F-07,92146.09677421855,0.0,37.49812147,127.0901578
F-07,93362.87903226863,1.0,37.49812147,127.0901578
F-07,93733.77049180446,2.0,37.49812147,127.0901578
F-07,92539.34399999419,3.0,37.49812147,127.0901578
F-07,92121.34710742882,4.0,37.49812147,127.0901578
F-07,90228.75206610357,5.0,37.49812147,127.0901578
F-07,87302.54098359746,6.0,37.49812147,127.0901578
F-08,46817.82258054928,0.0,37.43887854,126.9105835
F-08,48169.887096718354,1.0,37.43887854,126.9105835
F-08,48787.71774190901,2.0,37.43887854,126.9105835
F-08,48904.11290322901,3.0,37.43887854,126.9105835
F-08,50870.41322317294,4.0,37.43887854,126.9105835
F-08,48506.05737711116,5.0,37.43887854,126.9105835
F-08,39484.59677427506,6.0,37.43887854,126.9105835
F-09,65563.12037038602,0.0,37.52140626,126.8847778
F-09,64986.38888889804,1.0,37.52140626,126.8847778
F-09,64969.02777778549,2.0,37.52140626,126.8847778
F-09,65086.2752293651,3.0,37.52140626,126.8847778
F-09,62547.06603774513,4.0,37.52140626,126.8847778
F-09,64404.36792452607,5.0,37.52140626,126.8847778
F-09,67888.50925921355,6.0,37.52140626,126.8847778
